Date,Open,High,Low,Close,Volume,Currency
2007-01-03,2429.7,2454.6,2394.7,2423.2,1143200384,USD
2007-01-04,2423.8,2460.5,2413.8,2453.4,955811136,USD
2007-01-05,2445.1,2445.1,2420.6,2434.3,934693120,USD
2007-01-08,2435.3,2445.6,2421.1,2438.2,854182528,USD
2007-01-09,2443.3,2449.9,2423.6,2443.8,958922112,USD
2007-01-10,2434.0,2461.3,2427.9,2459.3,993039936,USD
2007-01-11,2464.9,2489.5,2463.4,2484.9,1034213312,USD
2007-01-12,2481.7,2502.8,2481.5,2502.8,944804288,USD
2007-01-16,2504.6,2508.9,2493.9,2497.8,948614784,USD
2007-01-17,2487.9,2496.9,2475.8,2479.4,997897024,USD
2007-01-18,2475.3,2475.8,2438.1,2443.2,1043541312,USD
2007-01-19,2437.6,2453.8,2435.7,2451.3,894787648,USD
2007-01-22,2454.5,2454.7,2422.9,2431.1,823715776,USD
2007-01-23,2428.3,2447.0,2426.0,2431.4,870670080,USD
2007-01-24,2443.0,2466.3,2440.8,2466.3,937911936,USD
2007-01-25,2469.3,2470.5,2430.6,2434.2,947866112,USD
2007-01-26,2441.1,2443.4,2418.6,2435.5,878722688,USD
2007-01-29,2434.6,2451.8,2431.3,2441.1,825545280,USD
2007-01-30,2446.7,2451.0,2437.4,2448.6,762999680,USD
2007-01-31,2443.3,2471.2,2433.8,2463.9,968815168,USD
2007-02-01,2474.1,2481.4,2458.7,2468.4,921063360,USD
2007-02-02,2474.2,2478.4,2466.6,2475.9,783417664,USD
2007-02-05,2475.0,2481.6,2466.2,2470.6,826443712,USD
2007-02-06,2475.8,2478.2,2454.6,2471.5,911303616,USD
2007-02-07,2483.7,2495.3,2475.6,2490.5,932603520,USD
2007-02-08,2484.5,2492.4,2477.7,2488.7,833687360,USD
2007-02-09,2491.6,2496.5,2453.4,2459.8,932489728,USD
2007-02-12,2460.6,2460.6,2444.7,2450.4,768452352,USD
2007-02-13,2455.3,2464.6,2452.2,2459.9,761648896,USD
2007-02-14,2468.0,2494.5,2468.0,2488.4,896205760,USD
2007-02-15,2489.8,2498.4,2485.5,2497.1,796672576,USD
2007-02-16,2491.5,2497.9,2482.7,2496.3,850100096,USD
2007-02-20,2491.8,2514.2,2479.9,2513.0,945337472,USD
2007-02-21,2503.5,2518.4,2501.0,2518.4,850019072,USD
2007-02-22,2523.4,2531.4,2509.1,2524.9,846067712,USD
2007-02-23,2522.5,2522.8,2506.9,2515.1,849578752,USD
2007-02-26,2525.0,2526.0,2492.5,2504.5,833308032,USD
2007-02-27,2468.7,2470.9,2402.4,2407.9,1375840768,USD
2007-02-28,2411.9,2431.9,2395.4,2416.1,1184720128,USD
2007-03-01,2377.2,2419.1,2359.4,2404.2,1255583104,USD
2007-03-02,2389.9,2401.3,2368.0,2368.0,1089607936,USD
2007-03-05,2368.0,2377.8,2340.4,2340.7,1029406784,USD
2007-03-06,2363.1,2390.1,2361.3,2385.1,966541952,USD
2007-03-07,2382.6,2388.8,2371.9,2374.6,867899072,USD
2007-03-08,2396.6,2402.2,2382.0,2387.7,893609472,USD
2007-03-09,2403.1,2404.8,2375.6,2387.6,837336576,USD
2007-03-12,2385.1,2404.0,2384.4,2402.3,762516288,USD
2007-03-13,2388.9,2396.0,2350.6,2350.6,1040690048,USD
2007-03-14,2350.9,2371.7,2331.6,2371.7,1071817216,USD
2007-03-15,2371.0,2382.6,2367.7,2378.7,786908544,USD
2007-03-16,2376.8,2385.3,2364.4,2372.7,1067550528,USD
2007-03-19,2384.7,2399.8,2381.6,2394.4,786526144,USD
2007-03-20,2394.8,2412.6,2393.2,2408.2,824155200,USD
2007-03-21,2415.5,2455.9,2405.4,2455.9,1002845312,USD
2007-03-22,2457.1,2457.4,2442.5,2451.7,877301760,USD
2007-03-23,2451.8,2460.0,2447.8,2448.9,778243328,USD
2007-03-26,2451.6,2455.6,2428.0,2455.6,805957312,USD
2007-03-27,2448.9,2450.0,2435.2,2437.4,802397824,USD
2007-03-28,2427.2,2434.3,2413.1,2417.1,863591488,USD
2007-03-29,2432.5,2433.0,2396.8,2417.9,889168768,USD
2007-03-30,2419.9,2432.2,2403.0,2421.6,965510336,USD
2007-04-02,2425.4,2427.9,2409.0,2422.3,800622336,USD
2007-04-03,2432.3,2456.2,2432.3,2450.3,878452416,USD
2007-04-04,2451.9,2461.5,2448.7,2458.7,775193600,USD
2007-04-05,2457.6,2471.3,2455.6,2471.3,700392640,USD
2007-04-09,2478.0,2478.7,2464.6,2469.2,795445376,USD
2007-04-10,2468.1,2479.5,2468.0,2477.6,840374656,USD
2007-04-11,2477.8,2478.5,2452.1,2459.3,887496960,USD
2007-04-12,2455.7,2480.4,2448.7,2480.3,847085184,USD
2007-04-13,2479.7,2491.9,2468.2,2491.9,845291136,USD
2007-04-16,2500.6,2519.0,2500.6,2518.3,816453696,USD
2007-04-17,2519.1,2522.1,2510.6,2516.9,889831296,USD
2007-04-18,2507.3,2518.2,2499.6,2510.5,931982976,USD
2007-04-19,2497.2,2515.9,2490.3,2505.4,955399104,USD
2007-04-20,2525.2,2532.2,2515.2,2526.4,1035569024,USD
2007-04-23,2525.8,2531.4,2518.5,2523.7,872681024,USD
2007-04-24,2528.4,2529.5,2509.3,2524.5,1039530368,USD
2007-04-25,2533.5,2551.4,2523.8,2547.9,1174288640,USD
2007-04-26,2551.5,2560.6,2544.1,2554.5,1108365952,USD
2007-04-27,2554.5,2563.0,2550.1,2557.2,974278656,USD
2007-04-30,2558.1,2558.8,2525.1,2525.1,1013029504,USD
2007-05-01,2529.9,2532.4,2510.6,2531.5,1089227136,USD
2007-05-02,2532.0,2562.8,2532.0,2557.8,964293952,USD
2007-05-03,2560.9,2569.8,2555.8,2565.5,983727488,USD
2007-05-04,2574.5,2578.0,2561.7,2572.1,997020864,USD
2007-05-07,2572.6,2580.1,2569.2,2570.9,769641472,USD
2007-05-08,2563.2,2571.8,2551.1,2571.8,877813504,USD
2007-05-09,2557.6,2580.0,2555.7,2576.3,978351488,USD
2007-05-10,2564.8,2570.7,2533.1,2533.7,1024620736,USD
2007-05-11,2541.7,2562.4,2539.7,2562.2,786190784,USD
2007-05-14,2564.1,2568.9,2537.9,2546.4,880741568,USD
2007-05-15,2544.7,2557.8,2523.8,2525.3,981578560,USD
2007-05-16,2532.7,2547.4,2519.4,2547.4,918869312,USD
2007-05-17,2544.3,2547.7,2535.5,2539.4,862216064,USD
2007-05-18,2548.1,2559.0,2540.7,2558.4,956917952,USD
2007-05-21,2560.9,2587.9,2560.9,2578.8,873928256,USD
2007-05-22,2580.0,2593.0,2573.9,2588.0,859513024,USD
2007-05-23,2592.6,2600.9,2576.2,2577.1,892977024,USD
2007-05-24,2577.2,2585.7,2531.3,2537.9,1039902656,USD
2007-05-25,2547.4,2560.0,2544.5,2557.2,666236160,USD
2007-05-29,2561.0,2576.4,2558.4,2572.1,761697344,USD
2007-05-30,2556.2,2592.6,2551.7,2592.6,918617280,USD
2007-05-31,2599.5,2607.9,2594.3,2604.5,1129345792,USD
2007-06-01,2614.0,2626.4,2608.7,2613.9,842152768,USD
2007-06-04,2606.1,2619.8,2604.9,2618.3,834215104,USD
2007-06-05,2611.2,2613.3,2595.0,2611.2,982844992,USD
2007-06-06,2599.6,2599.6,2578.8,2587.2,891210112,USD
2007-06-07,2577.4,2585.7,2541.4,2541.4,1041457280,USD
2007-06-08,2541.1,2573.7,2535.0,2573.5,840923264,USD
2007-06-11,2569.6,2584.8,2566.8,2572.1,737365760,USD
2007-06-12,2560.4,2576.9,2548.0,2549.8,920963136,USD
2007-06-13,2558.5,2582.3,2556.7,2582.3,959747328,USD
2007-06-14,2584.1,2604.8,2583.9,2599.4,873665152,USD
2007-06-15,2625.3,2630.5,2620.7,2626.7,1253920896,USD
2007-06-18,2631.3,2631.4,2617.7,2626.6,765637184,USD
2007-06-19,2620.3,2631.3,2612.4,2626.8,866182656,USD
2007-06-20,2632.2,2634.6,2599.6,2600.0,902164288,USD
2007-06-21,2597.6,2618.5,2586.1,2617.0,950274688,USD
2007-06-22,2610.4,2612.8,2583.2,2589.0,1588158208,USD
2007-06-25,2590.6,2605.9,2568.5,2577.1,953390208,USD
2007-06-26,2589.2,2590.9,2566.3,2574.2,963873728,USD
2007-06-27,2563.8,2605.9,2560.4,2605.4,927867648,USD
2007-06-28,2606.1,2624.6,2604.6,2608.4,891072640,USD
2007-06-29,2619.9,2626.6,2590.1,2603.2,1020457792,USD
2007-07-02,2617.4,2632.3,2614.8,2632.3,829342336,USD
2007-07-03,2636.7,2644.9,2635.0,2644.9,493785696,USD
2007-07-05,2646.3,2658.0,2637.8,2656.6,762276864,USD
2007-07-06,2656.3,2668.0,2649.1,2666.5,720944064,USD
2007-07-09,2669.0,2672.6,2660.6,2670.0,818384064,USD
2007-07-10,2657.9,2662.6,2637.7,2639.2,990389632,USD
2007-07-11,2637.1,2652.3,2631.9,2651.8,865483072,USD
2007-07-12,2662.8,2701.7,2662.5,2701.7,984169024,USD
2007-07-13,2697.0,2707.6,2694.1,2707.0,772286400,USD
2007-07-16,2703.4,2712.1,2693.7,2697.3,791353984,USD
